cloud,instance,compute,compute_label,plan,vcpu,memory,baserate,dburate,hourrate,selector,region,storage
AWS,r5.24xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,96,768,0.36,21.600,7.7760,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $7.776/hr,,
AWS,r5.24xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,96,768,0.20,21.600,4.3200,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $4.32/hr,,
AWS,r5.24xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,96,768,0.20,21.600,4.3200,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $4.32/hr,,
AWS,r5.24xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,96,768,0.20,21.600,4.3200,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $4.32/hr,,
AWS,r5.24xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,96,768,0.25,21.600,5.4000,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $5.4/hr,,
AWS,r5.24xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,96,768,0.25,21.600,5.4000,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $5.4/hr,,
AWS,r5.24xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,96,768,0.25,21.600,5.4000,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $5.4/hr,,
AWS,r5.24xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,96,768,0.10,21.600,2.1600,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $2.16/hr,,
AWS,r5.24xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,96,768,0.15,21.600,3.2400,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $3.24/hr,,
AWS,r5.24xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,96,768,0.20,21.600,4.3200,r5.24xlarge | 96CPUs | 768GB | 21.6DBU/hr | $4.32/hr,,
AWS,r5.24xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,96,768,0.07,3.860,0.2702,r5.24xlarge | 96CPUs | 768GB | 3.86DBU/hr | $0.2702/hr,,
AWS,r5.24xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,96,768,0.10,3.860,0.3860,r5.24xlarge | 96CPUs | 768GB | 3.86DBU/hr | $0.386/hr,,
AWS,r5.24xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,96,768,0.13,3.860,0.5018,r5.24xlarge | 96CPUs | 768GB | 3.86DBU/hr | $0.5018/hr,,
AWS,r5.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,8,64,0.40,1.800,0.7200,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.72/hr,,
AWS,r5.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,8,64,0.55,1.800,0.9900,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.99/hr,,
AWS,r5.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,8,64,0.65,1.800,1.1700,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $1.17/hr,,
AWS,r5.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,8,64,0.36,1.800,0.6480,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.648/hr,,
AWS,r5.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,8,64,0.36,1.800,0.6480,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.648/hr,,
AWS,r5.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,8,64,0.36,1.800,0.6480,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.648/hr,,
AWS,r5.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,8,64,0.20,1.800,0.3600,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.36/hr,,
AWS,r5.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,8,64,0.20,1.800,0.3600,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.36/hr,,
AWS,r5.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,8,64,0.20,1.800,0.3600,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.36/hr,,
AWS,r5.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,8,64,0.25,1.800,0.4500,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.45/hr,,
AWS,r5.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,8,64,0.25,1.800,0.4500,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.45/hr,,
AWS,r5.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,8,64,0.25,1.800,0.4500,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.45/hr,,
AWS,r5.2xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,8,64,0.10,1.800,0.1800,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.18/hr,,
AWS,r5.2xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,8,64,0.15,1.800,0.2700,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.27/hr,,
AWS,r5.2xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,8,64,0.20,1.800,0.3600,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.36/hr,,
AWS,r5.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,8,64,0.07,1.800,0.1260,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.126/hr,,
AWS,r5.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,8,64,0.10,1.800,0.1800,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.18/hr,,
AWS,r5.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,8,64,0.13,1.800,0.2340,r5.2xlarge | 8CPUs | 64GB | 1.8DBU/hr | $0.234/hr,,
AWS,r5.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,16,128,0.40,3.600,1.4400,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $1.44/hr,,
AWS,r5.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,16,128,0.55,3.600,1.9800,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $1.98/hr,,
AWS,r5.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,16,128,0.65,3.600,2.3400,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $2.34/hr,,
AWS,r5.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,16,128,0.36,3.600,1.2960,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $1.296/hr,,
AWS,r5.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,16,128,0.36,3.600,1.2960,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $1.296/hr,,
AWS,r5.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,16,128,0.36,3.600,1.2960,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $1.296/hr,,
AWS,r5.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,16,128,0.20,3.600,0.7200,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.72/hr,,
AWS,r5.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,16,128,0.20,3.600,0.7200,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.72/hr,,
AWS,r5.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,16,128,0.20,3.600,0.7200,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.72/hr,,
AWS,r5.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,16,128,0.25,3.600,0.9000,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.9/hr,,
AWS,r5.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,16,128,0.25,3.600,0.9000,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.9/hr,,
AWS,r5.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,16,128,0.25,3.600,0.9000,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.9/hr,,
AWS,r5.4xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,16,128,0.10,3.600,0.3600,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.36/hr,,
AWS,r5.4xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,16,128,0.15,3.600,0.5400,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.54/hr,,
AWS,r5.4xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,16,128,0.20,3.600,0.7200,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.72/hr,,
AWS,r5.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,16,128,0.07,3.600,0.2520,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.252/hr,,
AWS,r5.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,16,128,0.10,3.600,0.3600,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.36/hr,,
AWS,r5.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,16,128,0.13,3.600,0.4680,r5.4xlarge | 16CPUs | 128GB | 3.6DBU/hr | $0.468/hr,,
AWS,r5.8xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,32,256,0.40,7.200,2.8800,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $2.88/hr,,
AWS,r5.8xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,32,256,0.55,7.200,3.9600,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $3.96/hr,,
AWS,r5.8xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,32,256,0.65,7.200,4.6800,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $4.68/hr,,
AWS,r5.8xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,32,256,0.36,7.200,2.5920,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $2.592/hr,,
AWS,r5.8xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,32,256,0.36,7.200,2.5920,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $2.592/hr,,
AWS,r5.8xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,32,256,0.36,7.200,2.5920,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $2.592/hr,,
AWS,r5.8xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,32,256,0.20,7.200,1.4400,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.44/hr,,
AWS,r5.8xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,32,256,0.20,7.200,1.4400,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.44/hr,,
AWS,r5.8xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,32,256,0.20,7.200,1.4400,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.44/hr,,
AWS,r5.8xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,32,256,0.25,7.200,1.8000,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.8/hr,,
AWS,r5.8xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,32,256,0.25,7.200,1.8000,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.8/hr,,
AWS,r5.8xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,32,256,0.25,7.200,1.8000,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.8/hr,,
AWS,r5.8xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,32,256,0.10,7.200,0.7200,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $0.72/hr,,
AWS,r5.8xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,32,256,0.15,7.200,1.0800,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.08/hr,,
AWS,r5.8xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,32,256,0.20,7.200,1.4400,r5.8xlarge | 32CPUs | 256GB | 7.2DBU/hr | $1.44/hr,,
AWS,r5.8xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,32,256,0.07,3.860,0.2702,r5.8xlarge | 32CPUs | 256GB | 3.86DBU/hr | $0.2702/hr,,
AWS,r5.8xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,32,256,0.10,3.860,0.3860,r5.8xlarge | 32CPUs | 256GB | 3.86DBU/hr | $0.386/hr,,
AWS,r5.8xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,32,256,0.13,3.860,0.5018,r5.8xlarge | 32CPUs | 256GB | 3.86DBU/hr | $0.5018/hr,,
AWS,r5.large,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,2,16,0.40,0.450,0.1800,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.18/hr,,
AWS,r5.large,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,2,16,0.55,0.450,0.2475,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.2475/hr,,
AWS,r5.large,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,2,16,0.65,0.450,0.2925,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.2925/hr,,
AWS,r5.large,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,2,16,0.36,0.450,0.1620,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.162/hr,,
AWS,r5.large,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,2,16,0.36,0.450,0.1620,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.162/hr,,
AWS,r5.large,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,2,16,0.36,0.450,0.1620,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.162/hr,,
AWS,r5.large,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,2,16,0.20,0.450,0.0900,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.09/hr,,
AWS,r5.large,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,2,16,0.20,0.450,0.0900,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.09/hr,,
AWS,r5.large,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,2,16,0.20,0.450,0.0900,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.09/hr,,
AWS,r5.large,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,2,16,0.25,0.450,0.1125,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.1125/hr,,
AWS,r5.large,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,2,16,0.25,0.450,0.1125,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.1125/hr,,
AWS,r5.large,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,2,16,0.25,0.450,0.1125,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.1125/hr,,
AWS,r5.large,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,2,16,0.10,0.450,0.0450,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.045/hr,,
AWS,r5.large,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,2,16,0.15,0.450,0.0675,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.0675/hr,,
AWS,r5.large,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,2,16,0.20,0.450,0.0900,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.09/hr,,
AWS,r5.large,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,2,16,0.07,0.450,0.0315,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.0315/hr,,
AWS,r5.large,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,2,16,0.10,0.450,0.0450,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.045/hr,,
AWS,r5.large,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,2,16,0.13,0.450,0.0585,r5.large | 2CPUs | 16GB | 0.45DBU/hr | $0.0585/hr,,
AWS,r5.xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,4,32,0.40,0.900,0.3600,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.36/hr,,
AWS,r5.xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,4,32,0.55,0.900,0.4950,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.495/hr,,
AWS,r5.xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,4,32,0.65,0.900,0.5850,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.585/hr,,
AWS,r5.xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,4,32,0.36,0.900,0.3240,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.324/hr,,
AWS,r5.xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,4,32,0.36,0.900,0.3240,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.324/hr,,
AWS,r5.xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,4,32,0.36,0.900,0.3240,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.324/hr,,
AWS,r5.xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,4,32,0.20,0.900,0.1800,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.18/hr,,
AWS,r5.xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,4,32,0.20,0.900,0.1800,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.18/hr,,
AWS,r5.xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,4,32,0.20,0.900,0.1800,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.18/hr,,
AWS,r5.xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,4,32,0.25,0.900,0.2250,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.225/hr,,
AWS,r5.xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,4,32,0.25,0.900,0.2250,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.225/hr,,
AWS,r5.xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,4,32,0.25,0.900,0.2250,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.225/hr,,
AWS,r5.xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,4,32,0.10,0.900,0.0900,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.09/hr,,
AWS,r5.xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,4,32,0.15,0.900,0.1350,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.135/hr,,
AWS,r5.xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,4,32,0.20,0.900,0.1800,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.18/hr,,
AWS,r5.xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,4,32,0.07,0.900,0.0630,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.063/hr,,
AWS,r5.xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,4,32,0.10,0.900,0.0900,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.09/hr,,
AWS,r5.xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,4,32,0.13,0.900,0.1170,r5.xlarge | 4CPUs | 32GB | 0.9DBU/hr | $0.117/hr,,
AWS,r5a.12xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,48,384,0.40,9.690,3.8760,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $3.876/hr,,
AWS,r5a.12xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,48,384,0.55,9.690,5.3295,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $5.3295/hr,,
AWS,r5a.12xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,48,384,0.65,9.690,6.2985,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $6.2985/hr,,
AWS,r5a.12xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,48,384,0.36,9.690,3.4884,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $3.4884/hr,,
AWS,r5a.12xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,48,384,0.36,9.690,3.4884,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $3.4884/hr,,
AWS,r5a.12xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,48,384,0.36,9.690,3.4884,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $3.4884/hr,,
AWS,r5a.12xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,48,384,0.20,9.690,1.9380,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $1.938/hr,,
AWS,r5a.12xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,48,384,0.20,9.690,1.9380,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $1.938/hr,,
AWS,r5a.12xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,48,384,0.20,9.690,1.9380,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $1.938/hr,,
AWS,r5a.12xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,48,384,0.25,9.690,2.4225,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $2.4225/hr,,
AWS,r5a.12xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,48,384,0.25,9.690,2.4225,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $2.4225/hr,,
AWS,r5a.12xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,48,384,0.25,9.690,2.4225,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $2.4225/hr,,
AWS,r5a.12xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,48,384,0.10,9.690,0.9690,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $0.969/hr,,
AWS,r5a.12xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,48,384,0.15,9.690,1.4535,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $1.4535/hr,,
AWS,r5a.12xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,48,384,0.20,9.690,1.9380,r5a.12xlarge | 48CPUs | 384GB | 9.69DBU/hr | $1.938/hr,,
AWS,r5a.12xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,48,384,0.07,3.860,0.2702,r5a.12xlarge | 48CPUs | 384GB | 3.86DBU/hr | $0.2702/hr,,
AWS,r5a.12xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,48,384,0.10,3.860,0.3860,r5a.12xlarge | 48CPUs | 384GB | 3.86DBU/hr | $0.386/hr,,
AWS,r5a.12xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,48,384,0.13,3.860,0.5018,r5a.12xlarge | 48CPUs | 384GB | 3.86DBU/hr | $0.5018/hr,,
AWS,r5a.16xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,64,512,0.40,12.910,5.1640,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $5.164/hr,,
AWS,r5a.16xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,64,512,0.55,12.910,7.1005,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $7.1005/hr,,
AWS,r5a.16xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,64,512,0.65,12.910,8.3915,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $8.3915/hr,,
AWS,r5a.16xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,64,512,0.36,12.910,4.6476,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $4.6476/hr,,
AWS,r5a.16xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,64,512,0.36,12.910,4.6476,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $4.6476/hr,,
AWS,r5a.16xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,64,512,0.36,12.910,4.6476,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $4.6476/hr,,
AWS,r5a.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,64,512,0.20,12.910,2.5820,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $2.582/hr,,
AWS,r5a.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,64,512,0.20,12.910,2.5820,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $2.582/hr,,
AWS,r5a.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,64,512,0.20,12.910,2.5820,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $2.582/hr,,
AWS,r5a.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,64,512,0.25,12.910,3.2275,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $3.2275/hr,,
AWS,r5a.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,64,512,0.25,12.910,3.2275,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $3.2275/hr,,
AWS,r5a.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,64,512,0.25,12.910,3.2275,r5a.16xlarge | 64CPUs | 512GB | 12.91DBU/hr | $3.2275/hr,,
