cloud,instance,compute,compute_label,plan,vcpu,memory,baserate,dburate,hourrate,selector,region,storage
AWS,i4i.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,64,512,0.20,22.000,4.4000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $4.4/hr,,
AWS,i4i.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,64,512,0.20,22.000,4.4000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $4.4/hr,,
AWS,i4i.16xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,64,512,0.20,22.000,4.4000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $4.4/hr,,
AWS,i4i.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,64,512,0.25,22.000,5.5000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $5.5/hr,,
AWS,i4i.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,64,512,0.25,22.000,5.5000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $5.5/hr,,
AWS,i4i.16xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,64,512,0.25,22.000,5.5000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $5.5/hr,,
AWS,i4i.16xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,64,512,0.10,22.000,2.2000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $2.2/hr,,
AWS,i4i.16xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,64,512,0.15,22.000,3.3000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $3.3/hr,,
AWS,i4i.16xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,64,512,0.20,22.000,4.4000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $4.4/hr,,
AWS,i4i.16xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,64,512,0.07,22.000,1.5400,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $1.54/hr,,
AWS,i4i.16xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,64,512,0.10,22.000,2.2000,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $2.2/hr,,
AWS,i4i.16xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,64,512,0.13,22.000,2.8600,i4i.16xlarge | 64CPUs | 512GB | 22DBU/hr | $2.86/hr,,
AWS,i4i.16xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.40/DBU),Standard,64,512,0.40,44.000,17.6000,i4i.16xlarge (Photon) | 64CPUs | 512GB | 44DBU/hr | $17.6/hr,,
AWS,i4i.16xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.55/DBU),Premium,64,512,0.55,44.000,24.2000,i4i.16xlarge (Photon) | 64CPUs | 512GB | 44DBU/hr | $24.2/hr,,
AWS,i4i.16xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.65/DBU),Enterprise,64,512,0.65,44.000,28.6000,i4i.16xlarge (Photon) | 64CPUs | 512GB | 44DBU/hr | $28.6/hr,,
AWS,i4i.16xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Standard,64,512,0.36,63.800,22.9680,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $22.968/hr,,
AWS,i4i.16xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Premium,64,512,0.36,63.800,22.9680,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $22.968/hr,,
AWS,i4i.16xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Enterprise,64,512,0.36,63.800,22.9680,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $22.968/hr,,
AWS,i4i.16xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Standard,64,512,0.20,63.800,12.7600,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $12.76/hr,,
AWS,i4i.16xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Premium,64,512,0.20,63.800,12.7600,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $12.76/hr,,
AWS,i4i.16xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Enterprise,64,512,0.20,63.800,12.7600,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $12.76/hr,,
AWS,i4i.16xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Standard,64,512,0.25,63.800,15.9500,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $15.95/hr,,
AWS,i4i.16xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Premium,64,512,0.25,63.800,15.9500,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $15.95/hr,,
AWS,i4i.16xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Enterprise,64,512,0.25,63.800,15.9500,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $15.95/hr,,
AWS,i4i.16xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.10/DBU),Standard,64,512,0.10,63.800,6.3800,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $6.38/hr,,
AWS,i4i.16xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.15/DBU),Premium,64,512,0.15,63.800,9.5700,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $9.57/hr,,
AWS,i4i.16xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.20/DBU),Enterprise,64,512,0.20,63.800,12.7600,i4i.16xlarge (Photon) | 64CPUs | 512GB | 63.8DBU/hr | $12.76/hr,,
AWS,i4i.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,8,64,0.40,2.750,1.1000,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $1.1/hr,,
AWS,i4i.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,8,64,0.55,2.750,1.5125,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $1.5125/hr,,
AWS,i4i.2xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,8,64,0.65,2.750,1.7875,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $1.7875/hr,,
AWS,i4i.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,8,64,0.36,2.750,0.9900,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.99/hr,,
AWS,i4i.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,8,64,0.36,2.750,0.9900,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.99/hr,,
AWS,i4i.2xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,8,64,0.36,2.750,0.9900,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.99/hr,,
AWS,i4i.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,8,64,0.20,2.750,0.5500,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.55/hr,,
AWS,i4i.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,8,64,0.20,2.750,0.5500,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.55/hr,,
AWS,i4i.2xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,8,64,0.20,2.750,0.5500,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.55/hr,,
AWS,i4i.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,8,64,0.25,2.750,0.6875,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.6875/hr,,
AWS,i4i.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,8,64,0.25,2.750,0.6875,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.6875/hr,,
AWS,i4i.2xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,8,64,0.25,2.750,0.6875,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.6875/hr,,
AWS,i4i.2xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,8,64,0.10,2.750,0.2750,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.275/hr,,
AWS,i4i.2xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,8,64,0.15,2.750,0.4125,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.4125/hr,,
AWS,i4i.2xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,8,64,0.20,2.750,0.5500,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.55/hr,,
AWS,i4i.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,8,64,0.07,2.750,0.1925,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.1925/hr,,
AWS,i4i.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,8,64,0.10,2.750,0.2750,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.275/hr,,
AWS,i4i.2xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,8,64,0.13,2.750,0.3575,i4i.2xlarge | 8CPUs | 64GB | 2.75DBU/hr | $0.3575/hr,,
AWS,i4i.2xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.40/DBU),Standard,8,64,0.40,5.500,2.2000,i4i.2xlarge (Photon) | 8CPUs | 64GB | 5.5DBU/hr | $2.2/hr,,
AWS,i4i.2xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.55/DBU),Premium,8,64,0.55,5.500,3.0250,i4i.2xlarge (Photon) | 8CPUs | 64GB | 5.5DBU/hr | $3.025/hr,,
AWS,i4i.2xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.65/DBU),Enterprise,8,64,0.65,5.500,3.5750,i4i.2xlarge (Photon) | 8CPUs | 64GB | 5.5DBU/hr | $3.575/hr,,
AWS,i4i.2xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Standard,8,64,0.36,7.975,2.8710,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $2.871/hr,,
AWS,i4i.2xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Premium,8,64,0.36,7.975,2.8710,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $2.871/hr,,
AWS,i4i.2xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Enterprise,8,64,0.36,7.975,2.8710,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $2.871/hr,,
AWS,i4i.2xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Standard,8,64,0.20,7.975,1.5950,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.595/hr,,
AWS,i4i.2xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Premium,8,64,0.20,7.975,1.5950,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.595/hr,,
AWS,i4i.2xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Enterprise,8,64,0.20,7.975,1.5950,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.595/hr,,
AWS,i4i.2xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Standard,8,64,0.25,7.975,1.9938,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.99375/hr,,
AWS,i4i.2xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Premium,8,64,0.25,7.975,1.9938,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.99375/hr,,
AWS,i4i.2xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Enterprise,8,64,0.25,7.975,1.9938,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.99375/hr,,
AWS,i4i.2xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.10/DBU),Standard,8,64,0.10,7.975,0.7975,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $0.7975/hr,,
AWS,i4i.2xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.15/DBU),Premium,8,64,0.15,7.975,1.1963,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.19625/hr,,
AWS,i4i.2xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.20/DBU),Enterprise,8,64,0.20,7.975,1.5950,i4i.2xlarge (Photon) | 8CPUs | 64GB | 7.975DBU/hr | $1.595/hr,,
AWS,i4i.32xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,128,"1,024",0.40,44.000,17.6000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $17.6/hr,,
AWS,i4i.32xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,128,"1,024",0.55,44.000,24.2000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $24.2/hr,,
AWS,i4i.32xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,128,"1,024",0.65,44.000,28.6000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $28.6/hr,,
AWS,i4i.32xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,128,"1,024",0.36,44.000,15.8400,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $15.84/hr,,
AWS,i4i.32xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,128,"1,024",0.36,44.000,15.8400,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $15.84/hr,,
AWS,i4i.32xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,128,"1,024",0.36,44.000,15.8400,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $15.84/hr,,
AWS,i4i.32xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,128,"1,024",0.20,44.000,8.8000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $8.8/hr,,
AWS,i4i.32xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,128,"1,024",0.20,44.000,8.8000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $8.8/hr,,
AWS,i4i.32xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,128,"1,024",0.20,44.000,8.8000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $8.8/hr,,
AWS,i4i.32xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,128,"1,024",0.25,44.000,11.0000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $11/hr,,
AWS,i4i.32xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,128,"1,024",0.25,44.000,11.0000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $11/hr,,
AWS,i4i.32xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,128,"1,024",0.25,44.000,11.0000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $11/hr,,
AWS,i4i.32xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,128,"1,024",0.10,44.000,4.4000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $4.4/hr,,
AWS,i4i.32xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,128,"1,024",0.15,44.000,6.6000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $6.6/hr,,
AWS,i4i.32xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,128,"1,024",0.20,44.000,8.8000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $8.8/hr,,
AWS,i4i.32xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,128,"1,024",0.07,44.000,3.0800,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $3.08/hr,,
AWS,i4i.32xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,128,"1,024",0.10,44.000,4.4000,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $4.4/hr,,
AWS,i4i.32xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,128,"1,024",0.13,44.000,5.7200,i4i.32xlarge | 128CPUs | 1024GB | 44DBU/hr | $5.72/hr,,
AWS,i4i.32xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.40/DBU),Standard,128,"1,024",0.40,88.000,35.2000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 88DBU/hr | $35.2/hr,,
AWS,i4i.32xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.55/DBU),Premium,128,"1,024",0.55,88.000,48.4000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 88DBU/hr | $48.4/hr,,
AWS,i4i.32xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.65/DBU),Enterprise,128,"1,024",0.65,88.000,57.2000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 88DBU/hr | $57.2/hr,,
AWS,i4i.32xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Standard,128,"1,024",0.36,127.600,45.9360,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $45.936/hr,,
AWS,i4i.32xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Premium,128,"1,024",0.36,127.600,45.9360,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $45.936/hr,,
AWS,i4i.32xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Enterprise,128,"1,024",0.36,127.600,45.9360,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $45.936/hr,,
AWS,i4i.32xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Standard,128,"1,024",0.20,127.600,25.5200,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $25.52/hr,,
AWS,i4i.32xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Premium,128,"1,024",0.20,127.600,25.5200,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $25.52/hr,,
AWS,i4i.32xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Enterprise,128,"1,024",0.20,127.600,25.5200,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $25.52/hr,,
AWS,i4i.32xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Standard,128,"1,024",0.25,127.600,31.9000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $31.9/hr,,
AWS,i4i.32xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Premium,128,"1,024",0.25,127.600,31.9000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $31.9/hr,,
AWS,i4i.32xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Enterprise,128,"1,024",0.25,127.600,31.9000,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $31.9/hr,,
AWS,i4i.32xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.10/DBU),Standard,128,"1,024",0.10,127.600,12.7600,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $12.76/hr,,
AWS,i4i.32xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.15/DBU),Premium,128,"1,024",0.15,127.600,19.1400,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $19.14/hr,,
AWS,i4i.32xlarge (Photon),Jobs Compute Photon,Jobs Compute Photon ($0.20/DBU),Enterprise,128,"1,024",0.20,127.600,25.5200,i4i.32xlarge (Photon) | 128CPUs | 1024GB | 127.6DBU/hr | $25.52/hr,,
AWS,i4i.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.40/DBU),Standard,16,128,0.40,5.500,2.2000,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $2.2/hr,,
AWS,i4i.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.55/DBU),Premium,16,128,0.55,5.500,3.0250,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $3.025/hr,,
AWS,i4i.4xlarge,All-Purpose Compute,All-Purpose Compute ($0.65/DBU),Enterprise,16,128,0.65,5.500,3.5750,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $3.575/hr,,
AWS,i4i.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Standard,16,128,0.36,5.500,1.9800,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.98/hr,,
AWS,i4i.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Premium,16,128,0.36,5.500,1.9800,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.98/hr,,
AWS,i4i.4xlarge,DLT Advanced Compute,DLT Advanced Compute ($0.36/DBU),Enterprise,16,128,0.36,5.500,1.9800,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.98/hr,,
AWS,i4i.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Standard,16,128,0.20,5.500,1.1000,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.1/hr,,
AWS,i4i.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Premium,16,128,0.20,5.500,1.1000,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.1/hr,,
AWS,i4i.4xlarge,DLT Core Compute,DLT Core Compute ($0.20/DBU),Enterprise,16,128,0.20,5.500,1.1000,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.1/hr,,
AWS,i4i.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Standard,16,128,0.25,5.500,1.3750,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.375/hr,,
AWS,i4i.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Premium,16,128,0.25,5.500,1.3750,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.375/hr,,
AWS,i4i.4xlarge,DLT Pro Compute,DLT Pro Compute ($0.25/DBU),Enterprise,16,128,0.25,5.500,1.3750,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.375/hr,,
AWS,i4i.4xlarge,Jobs Compute,Jobs Compute ($0.10/DBU),Standard,16,128,0.10,5.500,0.5500,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $0.55/hr,,
AWS,i4i.4xlarge,Jobs Compute,Jobs Compute ($0.15/DBU),Premium,16,128,0.15,5.500,0.8250,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $0.825/hr,,
AWS,i4i.4xlarge,Jobs Compute,Jobs Compute ($0.20/DBU),Enterprise,16,128,0.20,5.500,1.1000,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $1.1/hr,,
AWS,i4i.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.07/DBU),Standard,16,128,0.07,5.500,0.3850,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $0.385/hr,,
AWS,i4i.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.10/DBU),Premium,16,128,0.10,5.500,0.5500,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $0.55/hr,,
AWS,i4i.4xlarge,Jobs Light Compute,Jobs Light Compute ($0.13/DBU),Enterprise,16,128,0.13,5.500,0.7150,i4i.4xlarge | 16CPUs | 128GB | 5.5DBU/hr | $0.715/hr,,
AWS,i4i.4xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.40/DBU),Standard,16,128,0.40,11.000,4.4000,i4i.4xlarge (Photon) | 16CPUs | 128GB | 11DBU/hr | $4.4/hr,,
AWS,i4i.4xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.55/DBU),Premium,16,128,0.55,11.000,6.0500,i4i.4xlarge (Photon) | 16CPUs | 128GB | 11DBU/hr | $6.05/hr,,
AWS,i4i.4xlarge (Photon),All-Purpose Compute Photon,All-Purpose Compute Photon ($0.65/DBU),Enterprise,16,128,0.65,11.000,7.1500,i4i.4xlarge (Photon) | 16CPUs | 128GB | 11DBU/hr | $7.15/hr,,
AWS,i4i.4xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Standard,16,128,0.36,15.950,5.7420,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $5.742/hr,,
AWS,i4i.4xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Premium,16,128,0.36,15.950,5.7420,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $5.742/hr,,
AWS,i4i.4xlarge (Photon),DLT Advanced Compute Photon,DLT Advanced Compute Photon ($0.36/DBU),Enterprise,16,128,0.36,15.950,5.7420,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $5.742/hr,,
AWS,i4i.4xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Standard,16,128,0.20,15.950,3.1900,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $3.19/hr,,
AWS,i4i.4xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Premium,16,128,0.20,15.950,3.1900,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $3.19/hr,,
AWS,i4i.4xlarge (Photon),DLT Core Compute Photon,DLT Core Compute Photon ($0.20/DBU),Enterprise,16,128,0.20,15.950,3.1900,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $3.19/hr,,
AWS,i4i.4xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Standard,16,128,0.25,15.950,3.9875,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $3.9875/hr,,
AWS,i4i.4xlarge (Photon),DLT Pro Compute Photon,DLT Pro Compute Photon ($0.25/DBU),Premium,16,128,0.25,15.950,3.9875,i4i.4xlarge (Photon) | 16CPUs | 128GB | 15.95DBU/hr | $3.9875/hr,,
